,ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
1829338,2020-03-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.53768,0.33796,full_february,DAY_OF_WEEK
1829339,2020-03-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.64307,0.39457,full_february,DAY_OF_WEEK
1829340,2020-03-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4625,0.27553,full_february,DAY_OF_WEEK
1829341,2020-03-31,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38628,0.27906,full_february,DAY_OF_WEEK
1829342,2020-04-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41573000000000004,0.27944,full_february,DAY_OF_WEEK
1829343,2020-04-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.40853,0.27271,full_february,DAY_OF_WEEK
1829344,2020-04-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39852,0.27223,full_february,DAY_OF_WEEK
1829345,2020-04-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.46955,0.29029,full_february,DAY_OF_WEEK
1829346,2020-04-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.57723,0.3501,full_february,DAY_OF_WEEK
1829347,2020-04-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.43664,0.26939,full_february,DAY_OF_WEEK
1829348,2020-04-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3812,0.28139000000000003,full_february,DAY_OF_WEEK
1829349,2020-04-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38915,0.2822,full_february,DAY_OF_WEEK
1829350,2020-04-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.40898,0.28609,full_february,DAY_OF_WEEK
1829351,2020-04-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.60975,0.37192,full_february,DAY_OF_WEEK
1829352,2020-04-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.56855,0.33539,full_february,DAY_OF_WEEK
1829353,2020-04-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.61177,0.36456,full_february,DAY_OF_WEEK
1829354,2020-04-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4405,0.26813000000000003,full_february,DAY_OF_WEEK
1829355,2020-04-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.36594,0.28888,full_february,DAY_OF_WEEK
1829356,2020-04-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38572,0.2755,full_february,DAY_OF_WEEK
1829357,2020-04-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39882,0.29225999999999996,full_february,DAY_OF_WEEK
1829358,2020-04-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39579000000000003,0.25793,full_february,DAY_OF_WEEK
1829359,2020-04-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.46315,0.27363000000000004,full_february,DAY_OF_WEEK
1829360,2020-04-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.56799,0.3479,full_february,DAY_OF_WEEK
1829361,2020-04-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41068999999999994,0.25351999999999997,full_february,DAY_OF_WEEK
1829362,2020-04-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3159,0.26076,full_february,DAY_OF_WEEK
1829363,2020-04-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35478000000000004,0.26685,full_february,DAY_OF_WEEK
1829364,2020-04-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39364,0.26913000000000004,full_february,DAY_OF_WEEK
1829365,2020-04-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.42751999999999996,0.31625,full_february,DAY_OF_WEEK
1829366,2020-04-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.44991000000000003,0.29102,full_february,DAY_OF_WEEK
1829367,2020-04-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.56374,0.35905,full_february,DAY_OF_WEEK
1829368,2020-04-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.43778,0.26650999999999997,full_february,DAY_OF_WEEK
1829369,2020-04-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.32588,0.26000999999999996,full_february,DAY_OF_WEEK
1829370,2020-04-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3324,0.2397,full_february,DAY_OF_WEEK
1829371,2020-04-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.29851,0.22701999999999997,full_february,DAY_OF_WEEK
1829372,2020-05-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.50121,0.29722,full_february,DAY_OF_WEEK
1829373,2020-05-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4352,0.26161999999999996,full_february,DAY_OF_WEEK
1829374,2020-05-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.55829,0.31613,full_february,DAY_OF_WEEK
1829375,2020-05-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3469,0.21856,full_february,DAY_OF_WEEK
1829376,2020-05-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.30925,0.24488000000000001,full_february,DAY_OF_WEEK
1829377,2020-05-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.30975,0.23104,full_february,DAY_OF_WEEK
1829378,2020-05-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.32291,0.23021,full_february,DAY_OF_WEEK
1829379,2020-05-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.30179,0.22576,full_february,DAY_OF_WEEK
1829380,2020-05-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.34483,0.20970999999999998,full_february,DAY_OF_WEEK
1829381,2020-05-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.48828,0.24819000000000002,full_february,DAY_OF_WEEK
1829382,2020-05-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35575,0.2253,full_february,DAY_OF_WEEK
1829383,2020-05-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.30348,0.23985,full_february,DAY_OF_WEEK
1829384,2020-05-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28807,0.22501,full_february,DAY_OF_WEEK
1829385,2020-05-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3352,0.25251999999999997,full_february,DAY_OF_WEEK
1829386,2020-05-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.32098000000000004,0.22649,full_february,DAY_OF_WEEK
1829387,2020-05-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41751000000000005,0.25851,full_february,DAY_OF_WEEK
1829388,2020-05-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.53198,0.31406,full_february,DAY_OF_WEEK
1829389,2020-05-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38515,0.23595,full_february,DAY_OF_WEEK
1829390,2020-05-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.36699,0.27902,full_february,DAY_OF_WEEK
1829391,2020-05-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.31944,0.25118,full_february,DAY_OF_WEEK
1829392,2020-05-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.52733,0.33503,full_february,DAY_OF_WEEK
1829393,2020-05-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.37068,0.24448000000000003,full_february,DAY_OF_WEEK
1829394,2020-05-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.43948999999999994,0.26289,full_february,DAY_OF_WEEK
1829395,2020-05-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.5393600000000001,0.30294,full_february,DAY_OF_WEEK
1829396,2020-05-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38436,0.22546,full_february,DAY_OF_WEEK
1829397,2020-05-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.32391,0.24095999999999998,full_february,DAY_OF_WEEK
1829398,2020-05-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.32382,0.23654,full_february,DAY_OF_WEEK
1829399,2020-05-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.36469,0.26438,full_february,DAY_OF_WEEK
1829400,2020-05-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35281999999999997,0.23556999999999997,full_february,DAY_OF_WEEK
1829401,2020-05-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41981,0.24724000000000002,full_february,DAY_OF_WEEK
1829402,2020-05-31,CHL,GADM,CHL.12.1_1,Cauquenes,-0.5444,0.30093000000000003,full_february,DAY_OF_WEEK
1829403,2020-06-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39211999999999997,0.24854,full_february,DAY_OF_WEEK
1829404,2020-06-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.34835,0.29225999999999996,full_february,DAY_OF_WEEK
1829405,2020-06-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.36506,0.25878,full_february,DAY_OF_WEEK
1829406,2020-06-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35265,0.2605,full_february,DAY_OF_WEEK
1829407,2020-06-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38433,0.2636,full_february,DAY_OF_WEEK
1829408,2020-06-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.46608999999999995,0.29196,full_february,DAY_OF_WEEK
1829409,2020-06-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.59054,0.36859000000000003,full_february,DAY_OF_WEEK
1829410,2020-06-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41455,0.26341,full_february,DAY_OF_WEEK
1829411,2020-06-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33889,0.25436,full_february,DAY_OF_WEEK
1829412,2020-06-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33496,0.25703000000000004,full_february,DAY_OF_WEEK
1829413,2020-06-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4572,0.32968000000000003,full_february,DAY_OF_WEEK
1829414,2020-06-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.42296999999999996,0.29125,full_february,DAY_OF_WEEK
1829415,2020-06-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.44543,0.27274,full_february,DAY_OF_WEEK
1829416,2020-06-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.52389,0.33462,full_february,DAY_OF_WEEK
1829417,2020-06-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41603999999999997,0.29025,full_february,DAY_OF_WEEK
1829418,2020-06-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39215,0.31013,full_february,DAY_OF_WEEK
1829419,2020-06-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38093,0.31775,full_february,DAY_OF_WEEK
1829420,2020-06-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4926,0.3744,full_february,DAY_OF_WEEK
1829421,2020-06-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39878,0.26966,full_february,DAY_OF_WEEK
1829422,2020-06-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.46781000000000006,0.31134,full_february,DAY_OF_WEEK
1829423,2020-06-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.55735,0.33021999999999996,full_february,DAY_OF_WEEK
1829424,2020-06-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.43432,0.27560999999999997,full_february,DAY_OF_WEEK
1829425,2020-06-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3973,0.33065,full_february,DAY_OF_WEEK
1829426,2020-06-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39828,0.31879,full_february,DAY_OF_WEEK
1829427,2020-06-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.365,0.27336,full_february,DAY_OF_WEEK
1829428,2020-06-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35399,0.26416,full_february,DAY_OF_WEEK
1829429,2020-06-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.40961000000000003,0.26668000000000003,full_february,DAY_OF_WEEK
1829430,2020-06-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.62049,0.41798,full_february,DAY_OF_WEEK
1829431,2020-06-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.58878,0.37558,full_february,DAY_OF_WEEK
1829432,2020-06-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28673000000000004,0.24336999999999998,full_february,DAY_OF_WEEK
1829433,2020-07-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.31678,0.25094,full_february,DAY_OF_WEEK
1829434,2020-07-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33837,0.25855,full_february,DAY_OF_WEEK
1829435,2020-07-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35113,0.26411999999999997,full_february,DAY_OF_WEEK
1829436,2020-07-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4255,0.28811,full_february,DAY_OF_WEEK
1829437,2020-07-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.55645,0.33665,full_february,DAY_OF_WEEK
1829438,2020-07-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35905,0.23779,full_february,DAY_OF_WEEK
1829439,2020-07-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33251,0.26435,full_february,DAY_OF_WEEK
1829440,2020-07-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35763,0.26458000000000004,full_february,DAY_OF_WEEK
1829441,2020-07-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.36618,0.28141,full_february,DAY_OF_WEEK
1829442,2020-07-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35073000000000004,0.26574000000000003,full_february,DAY_OF_WEEK
1829443,2020-07-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.41894,0.2607,full_february,DAY_OF_WEEK
1829444,2020-07-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.51548,0.31019,full_february,DAY_OF_WEEK
1829445,2020-07-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35104,0.23281,full_february,DAY_OF_WEEK
1829446,2020-07-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.27758,0.24903000000000003,full_february,DAY_OF_WEEK
1829447,2020-07-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.27601,0.23029000000000002,full_february,DAY_OF_WEEK
1829448,2020-07-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.44777,0.30493000000000003,full_february,DAY_OF_WEEK
1829449,2020-07-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39102,0.27915999999999996,full_february,DAY_OF_WEEK
1829450,2020-07-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.43858,0.28428000000000003,full_february,DAY_OF_WEEK
1829451,2020-07-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.55892,0.32649,full_february,DAY_OF_WEEK
1829452,2020-07-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38828,0.24906999999999999,full_february,DAY_OF_WEEK
1829453,2020-07-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.34167,0.2734,full_february,DAY_OF_WEEK
1829454,2020-07-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.3381,0.26637,full_february,DAY_OF_WEEK
1829455,2020-07-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.31173,0.25227,full_february,DAY_OF_WEEK
1829456,2020-07-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33957,0.23536999999999997,full_february,DAY_OF_WEEK
1829457,2020-07-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39116,0.25293000000000004,full_february,DAY_OF_WEEK
1829458,2020-07-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.52436,0.3058,full_february,DAY_OF_WEEK
1829459,2020-07-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33453,0.22082,full_february,DAY_OF_WEEK
1829460,2020-07-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.22969,0.21231999999999998,full_february,DAY_OF_WEEK
1829461,2020-07-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.27107,0.21899999999999997,full_february,DAY_OF_WEEK
1829462,2020-07-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.29538000000000003,0.23976999999999998,full_february,DAY_OF_WEEK
1829463,2020-07-31,CHL,GADM,CHL.12.1_1,Cauquenes,-0.26496,0.21178000000000002,full_february,DAY_OF_WEEK
1829464,2020-08-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38395999999999997,0.26500999999999997,full_february,DAY_OF_WEEK
1829465,2020-08-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.49176000000000003,0.29481999999999997,full_february,DAY_OF_WEEK
1829466,2020-08-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.29544000000000004,0.20776,full_february,DAY_OF_WEEK
1829467,2020-08-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.24665,0.22164,full_february,DAY_OF_WEEK
1829468,2020-08-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.25004,0.22174000000000002,full_february,DAY_OF_WEEK
1829469,2020-08-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.25992,0.20628000000000002,full_february,DAY_OF_WEEK
1829470,2020-08-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.25288,0.19,full_february,DAY_OF_WEEK
1829471,2020-08-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.26971999999999996,0.19339,full_february,DAY_OF_WEEK
1829472,2020-08-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.43836,0.27591,full_february,DAY_OF_WEEK
1829473,2020-08-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28673000000000004,0.20297,full_february,DAY_OF_WEEK
1829474,2020-08-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.22762,0.22618000000000002,full_february,DAY_OF_WEEK
1829475,2020-08-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.21318,0.19472,full_february,DAY_OF_WEEK
1829476,2020-08-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.22379000000000002,0.20226,full_february,DAY_OF_WEEK
1829477,2020-08-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1566,0.17515,full_february,DAY_OF_WEEK
1829478,2020-08-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28251,0.19242,full_february,DAY_OF_WEEK
1829479,2020-08-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39269,0.2177,full_february,DAY_OF_WEEK
1829480,2020-08-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.21668,0.18062999999999999,full_february,DAY_OF_WEEK
1829481,2020-08-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1951,0.20681999999999998,full_february,DAY_OF_WEEK
1829482,2020-08-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.17296,0.18245,full_february,DAY_OF_WEEK
1829483,2020-08-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.18629,0.18498,full_february,DAY_OF_WEEK
1829484,2020-08-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.15903,0.16937,full_february,DAY_OF_WEEK
1829485,2020-08-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.25411,0.19177,full_february,DAY_OF_WEEK
1829486,2020-08-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.42099,0.26059,full_february,DAY_OF_WEEK
1829487,2020-08-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.29003,0.21255,full_february,DAY_OF_WEEK
1829488,2020-08-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.20935,0.22518000000000002,full_february,DAY_OF_WEEK
1829489,2020-08-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.26322,0.2241,full_february,DAY_OF_WEEK
1829490,2020-08-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.24600000000000002,0.19047999999999998,full_february,DAY_OF_WEEK
1829491,2020-08-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.25195,0.22054,full_february,DAY_OF_WEEK
1829492,2020-08-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.26976999999999995,0.19672,full_february,DAY_OF_WEEK
1829493,2020-08-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.35298,0.22291,full_february,DAY_OF_WEEK
1829494,2020-08-31,CHL,GADM,CHL.12.1_1,Cauquenes,-0.24908000000000002,0.1775,full_february,DAY_OF_WEEK
1829495,2020-09-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.16953,0.20756999999999998,full_february,DAY_OF_WEEK
1829496,2020-09-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1704,0.17872000000000002,full_february,DAY_OF_WEEK
1829497,2020-09-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.22421999999999997,0.20565,full_february,DAY_OF_WEEK
1829498,2020-09-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.17042000000000002,0.18585,full_february,DAY_OF_WEEK
1829499,2020-09-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28297,0.19892,full_february,DAY_OF_WEEK
1829500,2020-09-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.37438,0.24161999999999997,full_february,DAY_OF_WEEK
1829501,2020-09-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.25963,0.18867,full_february,DAY_OF_WEEK
1829502,2020-09-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.22235,0.23471999999999998,full_february,DAY_OF_WEEK
1829503,2020-09-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.24906,0.1897,full_february,DAY_OF_WEEK
1829504,2020-09-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.26825,0.20464000000000002,full_february,DAY_OF_WEEK
1829505,2020-09-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.21295,0.17899,full_february,DAY_OF_WEEK
1829506,2020-09-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.26723,0.16671,full_february,DAY_OF_WEEK
1829507,2020-09-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.38309,0.20804,full_february,DAY_OF_WEEK
1829508,2020-09-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.21544000000000002,0.15297,full_february,DAY_OF_WEEK
1829509,2020-09-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.14124,0.17354,full_february,DAY_OF_WEEK
1829510,2020-09-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.14073,0.15137,full_february,DAY_OF_WEEK
1829511,2020-09-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1964,0.15561,full_february,DAY_OF_WEEK
1829512,2020-09-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.46418999999999994,0.24425,full_february,DAY_OF_WEEK
1829513,2020-09-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.47376999999999997,0.23959,full_february,DAY_OF_WEEK
1829514,2020-09-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.4352,0.22478,full_february,DAY_OF_WEEK
1829515,2020-09-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.22003000000000003,0.17583,full_february,DAY_OF_WEEK
1829516,2020-09-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.13210999999999998,0.18818,full_february,DAY_OF_WEEK
1829517,2020-09-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.162,0.17845999999999998,full_february,DAY_OF_WEEK
1829518,2020-09-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.19359,0.17357,full_february,DAY_OF_WEEK
1829519,2020-09-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1998,0.18420999999999998,full_february,DAY_OF_WEEK
1829520,2020-09-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.32019000000000003,0.21523,full_february,DAY_OF_WEEK
1829521,2020-09-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.39504,0.21608000000000002,full_february,DAY_OF_WEEK
1829522,2020-09-28,CHL,GADM,CHL.12.1_1,Cauquenes,-0.19752999999999998,0.15085,full_february,DAY_OF_WEEK
1829523,2020-09-29,CHL,GADM,CHL.12.1_1,Cauquenes,-0.17892,0.2085,full_february,DAY_OF_WEEK
1829524,2020-09-30,CHL,GADM,CHL.12.1_1,Cauquenes,-0.18934,0.18995,full_february,DAY_OF_WEEK
1829525,2020-10-01,CHL,GADM,CHL.12.1_1,Cauquenes,-0.18800999999999998,0.17682,full_february,DAY_OF_WEEK
1829526,2020-10-02,CHL,GADM,CHL.12.1_1,Cauquenes,-0.16676,0.17165,full_february,DAY_OF_WEEK
1829527,2020-10-03,CHL,GADM,CHL.12.1_1,Cauquenes,-0.24215,0.17067000000000002,full_february,DAY_OF_WEEK
1829528,2020-10-04,CHL,GADM,CHL.12.1_1,Cauquenes,-0.33316999999999997,0.20597,full_february,DAY_OF_WEEK
1829529,2020-10-05,CHL,GADM,CHL.12.1_1,Cauquenes,-0.16605999999999999,0.15099,full_february,DAY_OF_WEEK
1829530,2020-10-06,CHL,GADM,CHL.12.1_1,Cauquenes,-0.14822000000000002,0.19186,full_february,DAY_OF_WEEK
1829531,2020-10-07,CHL,GADM,CHL.12.1_1,Cauquenes,-0.11114,0.16488,full_february,DAY_OF_WEEK
1829532,2020-10-08,CHL,GADM,CHL.12.1_1,Cauquenes,-0.17371,0.18646,full_february,DAY_OF_WEEK
1829533,2020-10-09,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1935,0.1777,full_february,DAY_OF_WEEK
1829534,2020-10-10,CHL,GADM,CHL.12.1_1,Cauquenes,-0.24791,0.16894,full_february,DAY_OF_WEEK
1829535,2020-10-11,CHL,GADM,CHL.12.1_1,Cauquenes,-0.37201999999999996,0.21491999999999997,full_february,DAY_OF_WEEK
1829536,2020-10-12,CHL,GADM,CHL.12.1_1,Cauquenes,-0.29855,0.19369,full_february,DAY_OF_WEEK
1829537,2020-10-13,CHL,GADM,CHL.12.1_1,Cauquenes,-0.020380000000000002,0.16144,full_february,DAY_OF_WEEK
1829538,2020-10-14,CHL,GADM,CHL.12.1_1,Cauquenes,-0.15195,0.18327000000000002,full_february,DAY_OF_WEEK
1829539,2020-10-15,CHL,GADM,CHL.12.1_1,Cauquenes,-0.15274000000000001,0.18204,full_february,DAY_OF_WEEK
1829540,2020-10-16,CHL,GADM,CHL.12.1_1,Cauquenes,-0.13475,0.16757,full_february,DAY_OF_WEEK
1829541,2020-10-17,CHL,GADM,CHL.12.1_1,Cauquenes,-0.21998,0.18757000000000001,full_february,DAY_OF_WEEK
1829542,2020-10-18,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28393,0.19964,full_february,DAY_OF_WEEK
1829543,2020-10-19,CHL,GADM,CHL.12.1_1,Cauquenes,-0.1435,0.15016,full_february,DAY_OF_WEEK
1829544,2020-10-20,CHL,GADM,CHL.12.1_1,Cauquenes,-0.13204000000000002,0.17964000000000002,full_february,DAY_OF_WEEK
1829545,2020-10-21,CHL,GADM,CHL.12.1_1,Cauquenes,-0.15608,0.16918,full_february,DAY_OF_WEEK
1829546,2020-10-22,CHL,GADM,CHL.12.1_1,Cauquenes,-0.15489,0.17511,full_february,DAY_OF_WEEK
1829547,2020-10-23,CHL,GADM,CHL.12.1_1,Cauquenes,-0.14529,0.16897,full_february,DAY_OF_WEEK
1829548,2020-10-24,CHL,GADM,CHL.12.1_1,Cauquenes,-0.23462,0.18399000000000001,full_february,DAY_OF_WEEK
1829549,2020-10-25,CHL,GADM,CHL.12.1_1,Cauquenes,-0.28267,0.16731,full_february,DAY_OF_WEEK
1829550,2020-10-26,CHL,GADM,CHL.12.1_1,Cauquenes,-0.18921,0.14501,full_february,DAY_OF_WEEK
1829551,2020-10-27,CHL,GADM,CHL.12.1_1,Cauquenes,-0.16011,0.203,full_february,DAY_OF_WEEK
