,ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
1825891,2020-03-01,CHL,GADM,CHL.1.1_1,Ais-n,-0.03185,0.16252,full_february,DAY_OF_WEEK
1825892,2020-03-02,CHL,GADM,CHL.1.1_1,Ais-n,0.02373,0.11809000000000001,full_february,DAY_OF_WEEK
1825893,2020-03-03,CHL,GADM,CHL.1.1_1,Ais-n,0.01162,0.12301,full_february,DAY_OF_WEEK
1825894,2020-03-04,CHL,GADM,CHL.1.1_1,Ais-n,-0.00837,0.12052,full_february,DAY_OF_WEEK
1825895,2020-03-05,CHL,GADM,CHL.1.1_1,Ais-n,0.006959999999999999,0.1194,full_february,DAY_OF_WEEK
1825896,2020-03-06,CHL,GADM,CHL.1.1_1,Ais-n,-0.05554,0.1283,full_february,DAY_OF_WEEK
1825897,2020-03-07,CHL,GADM,CHL.1.1_1,Ais-n,-0.14986,0.18058,full_february,DAY_OF_WEEK
1825898,2020-03-08,CHL,GADM,CHL.1.1_1,Ais-n,-0.10375999999999999,0.18317,full_february,DAY_OF_WEEK
1825899,2020-03-09,CHL,GADM,CHL.1.1_1,Ais-n,0.00624,0.1121,full_february,DAY_OF_WEEK
1825900,2020-03-10,CHL,GADM,CHL.1.1_1,Ais-n,-0.01781,0.11775999999999999,full_february,DAY_OF_WEEK
1825901,2020-03-11,CHL,GADM,CHL.1.1_1,Ais-n,-0.00135,0.12722999999999998,full_february,DAY_OF_WEEK
1825902,2020-03-12,CHL,GADM,CHL.1.1_1,Ais-n,-0.11183,0.13826,full_february,DAY_OF_WEEK
1825903,2020-03-13,CHL,GADM,CHL.1.1_1,Ais-n,-0.07165,0.1273,full_february,DAY_OF_WEEK
1825904,2020-03-14,CHL,GADM,CHL.1.1_1,Ais-n,-0.16348,0.17622000000000002,full_february,DAY_OF_WEEK
1825905,2020-03-15,CHL,GADM,CHL.1.1_1,Ais-n,-0.17071,0.20889000000000002,full_february,DAY_OF_WEEK
1825906,2020-03-16,CHL,GADM,CHL.1.1_1,Ais-n,-0.16299,0.16995,full_february,DAY_OF_WEEK
1825907,2020-03-17,CHL,GADM,CHL.1.1_1,Ais-n,-0.17361,0.18323,full_february,DAY_OF_WEEK
1825908,2020-03-18,CHL,GADM,CHL.1.1_1,Ais-n,-0.16923,0.18908,full_february,DAY_OF_WEEK
1825909,2020-03-19,CHL,GADM,CHL.1.1_1,Ais-n,-0.2991,0.23356,full_february,DAY_OF_WEEK
1825910,2020-03-20,CHL,GADM,CHL.1.1_1,Ais-n,-0.26744,0.21293,full_february,DAY_OF_WEEK
1825911,2020-03-21,CHL,GADM,CHL.1.1_1,Ais-n,-0.3911,0.27697,full_february,DAY_OF_WEEK
1825912,2020-03-22,CHL,GADM,CHL.1.1_1,Ais-n,-0.48995,0.35295,full_february,DAY_OF_WEEK
1825913,2020-03-23,CHL,GADM,CHL.1.1_1,Ais-n,-0.39465,0.28324,full_february,DAY_OF_WEEK
1825914,2020-03-24,CHL,GADM,CHL.1.1_1,Ais-n,-0.36571,0.26094,full_february,DAY_OF_WEEK
1825915,2020-03-25,CHL,GADM,CHL.1.1_1,Ais-n,-0.31989,0.26266999999999996,full_february,DAY_OF_WEEK
1825916,2020-03-26,CHL,GADM,CHL.1.1_1,Ais-n,-0.34578000000000003,0.23158,full_february,DAY_OF_WEEK
1825917,2020-03-27,CHL,GADM,CHL.1.1_1,Ais-n,-0.37123,0.24299,full_february,DAY_OF_WEEK
1825918,2020-03-28,CHL,GADM,CHL.1.1_1,Ais-n,-0.39949,0.28611,full_february,DAY_OF_WEEK
1825919,2020-03-29,CHL,GADM,CHL.1.1_1,Ais-n,-0.44573,0.32831,full_february,DAY_OF_WEEK
1825920,2020-03-30,CHL,GADM,CHL.1.1_1,Ais-n,-0.31764000000000003,0.2275,full_february,DAY_OF_WEEK
1825921,2020-03-31,CHL,GADM,CHL.1.1_1,Ais-n,-0.30726,0.22903,full_february,DAY_OF_WEEK
1825922,2020-04-01,CHL,GADM,CHL.1.1_1,Ais-n,-0.2925,0.23569,full_february,DAY_OF_WEEK
1825923,2020-04-02,CHL,GADM,CHL.1.1_1,Ais-n,-0.29871,0.21991,full_february,DAY_OF_WEEK
1825924,2020-04-03,CHL,GADM,CHL.1.1_1,Ais-n,-0.39785,0.25056,full_february,DAY_OF_WEEK
1825925,2020-04-04,CHL,GADM,CHL.1.1_1,Ais-n,-0.41648,0.2917,full_february,DAY_OF_WEEK
1825926,2020-04-05,CHL,GADM,CHL.1.1_1,Ais-n,-0.42555,0.32716,full_february,DAY_OF_WEEK
1825927,2020-04-06,CHL,GADM,CHL.1.1_1,Ais-n,-0.28958,0.23453000000000002,full_february,DAY_OF_WEEK
1825928,2020-04-07,CHL,GADM,CHL.1.1_1,Ais-n,-0.30415,0.21955,full_february,DAY_OF_WEEK
1825929,2020-04-08,CHL,GADM,CHL.1.1_1,Ais-n,-0.31736,0.21381999999999998,full_february,DAY_OF_WEEK
1825930,2020-04-09,CHL,GADM,CHL.1.1_1,Ais-n,-0.27425,0.21641999999999997,full_february,DAY_OF_WEEK
1825931,2020-04-10,CHL,GADM,CHL.1.1_1,Ais-n,-0.5219600000000001,0.33376,full_february,DAY_OF_WEEK
1825932,2020-04-11,CHL,GADM,CHL.1.1_1,Ais-n,-0.41761000000000004,0.32309,full_february,DAY_OF_WEEK
1825933,2020-04-12,CHL,GADM,CHL.1.1_1,Ais-n,-0.46303,0.34592,full_february,DAY_OF_WEEK
1825934,2020-04-13,CHL,GADM,CHL.1.1_1,Ais-n,-0.3342,0.26016999999999996,full_february,DAY_OF_WEEK
1825935,2020-04-14,CHL,GADM,CHL.1.1_1,Ais-n,-0.32068,0.25389,full_february,DAY_OF_WEEK
1825936,2020-04-15,CHL,GADM,CHL.1.1_1,Ais-n,-0.33303,0.2601,full_february,DAY_OF_WEEK
1825937,2020-04-16,CHL,GADM,CHL.1.1_1,Ais-n,-0.37122,0.26749,full_february,DAY_OF_WEEK
1825938,2020-04-17,CHL,GADM,CHL.1.1_1,Ais-n,-0.34778000000000003,0.23595,full_february,DAY_OF_WEEK
1825939,2020-04-18,CHL,GADM,CHL.1.1_1,Ais-n,-0.40775,0.299,full_february,DAY_OF_WEEK
1825940,2020-04-19,CHL,GADM,CHL.1.1_1,Ais-n,-0.49178999999999995,0.35209,full_february,DAY_OF_WEEK
1825941,2020-04-20,CHL,GADM,CHL.1.1_1,Ais-n,-0.25723,0.22507,full_february,DAY_OF_WEEK
1825942,2020-04-21,CHL,GADM,CHL.1.1_1,Ais-n,-0.25175,0.21400999999999998,full_february,DAY_OF_WEEK
1825943,2020-04-22,CHL,GADM,CHL.1.1_1,Ais-n,-0.27631999999999995,0.22712,full_february,DAY_OF_WEEK
1825944,2020-04-23,CHL,GADM,CHL.1.1_1,Ais-n,-0.32068,0.23829,full_february,DAY_OF_WEEK
1825945,2020-04-24,CHL,GADM,CHL.1.1_1,Ais-n,-0.35199,0.24184,full_february,DAY_OF_WEEK
1825946,2020-04-25,CHL,GADM,CHL.1.1_1,Ais-n,-0.35729,0.26075,full_february,DAY_OF_WEEK
1825947,2020-04-26,CHL,GADM,CHL.1.1_1,Ais-n,-0.32583,0.29386,full_february,DAY_OF_WEEK
1825948,2020-04-27,CHL,GADM,CHL.1.1_1,Ais-n,-0.33214,0.24616,full_february,DAY_OF_WEEK
1825949,2020-04-28,CHL,GADM,CHL.1.1_1,Ais-n,-0.29988000000000004,0.23016,full_february,DAY_OF_WEEK
1825950,2020-04-29,CHL,GADM,CHL.1.1_1,Ais-n,-0.29323,0.2304,full_february,DAY_OF_WEEK
1825951,2020-04-30,CHL,GADM,CHL.1.1_1,Ais-n,-0.23112,0.20125,full_february,DAY_OF_WEEK
1825952,2020-05-01,CHL,GADM,CHL.1.1_1,Ais-n,-0.45685,0.28692,full_february,DAY_OF_WEEK
1825953,2020-05-02,CHL,GADM,CHL.1.1_1,Ais-n,-0.41791000000000006,0.28452,full_february,DAY_OF_WEEK
1825954,2020-05-03,CHL,GADM,CHL.1.1_1,Ais-n,-0.48131,0.35322,full_february,DAY_OF_WEEK
1825955,2020-05-04,CHL,GADM,CHL.1.1_1,Ais-n,-0.24449,0.20421,full_february,DAY_OF_WEEK
1825956,2020-05-05,CHL,GADM,CHL.1.1_1,Ais-n,-0.25801999999999997,0.20589000000000002,full_february,DAY_OF_WEEK
1825957,2020-05-06,CHL,GADM,CHL.1.1_1,Ais-n,-0.31632,0.2353,full_february,DAY_OF_WEEK
1825958,2020-05-07,CHL,GADM,CHL.1.1_1,Ais-n,-0.28656,0.22407,full_february,DAY_OF_WEEK
1825959,2020-05-08,CHL,GADM,CHL.1.1_1,Ais-n,-0.3404,0.23517,full_february,DAY_OF_WEEK
1825960,2020-05-09,CHL,GADM,CHL.1.1_1,Ais-n,-0.36726,0.28041,full_february,DAY_OF_WEEK
1825961,2020-05-10,CHL,GADM,CHL.1.1_1,Ais-n,-0.38863000000000003,0.27482,full_february,DAY_OF_WEEK
1825962,2020-05-11,CHL,GADM,CHL.1.1_1,Ais-n,-0.3046,0.23413,full_february,DAY_OF_WEEK
1825963,2020-05-12,CHL,GADM,CHL.1.1_1,Ais-n,-0.2514,0.22508000000000003,full_february,DAY_OF_WEEK
1825964,2020-05-13,CHL,GADM,CHL.1.1_1,Ais-n,-0.28839000000000004,0.22979000000000002,full_february,DAY_OF_WEEK
1825965,2020-05-14,CHL,GADM,CHL.1.1_1,Ais-n,-0.34486,0.26215,full_february,DAY_OF_WEEK
1825966,2020-05-15,CHL,GADM,CHL.1.1_1,Ais-n,-0.32329,0.2466,full_february,DAY_OF_WEEK
1825967,2020-05-16,CHL,GADM,CHL.1.1_1,Ais-n,-0.36963,0.2839,full_february,DAY_OF_WEEK
1825968,2020-05-17,CHL,GADM,CHL.1.1_1,Ais-n,-0.33782,0.29348,full_february,DAY_OF_WEEK
1825969,2020-05-18,CHL,GADM,CHL.1.1_1,Ais-n,-0.34389000000000003,0.2336,full_february,DAY_OF_WEEK
1825970,2020-05-19,CHL,GADM,CHL.1.1_1,Ais-n,-0.28093,0.22077,full_february,DAY_OF_WEEK
1825971,2020-05-20,CHL,GADM,CHL.1.1_1,Ais-n,-0.24139000000000002,0.21711999999999998,full_february,DAY_OF_WEEK
1825972,2020-05-21,CHL,GADM,CHL.1.1_1,Ais-n,-0.40045,0.27881,full_february,DAY_OF_WEEK
1825973,2020-05-22,CHL,GADM,CHL.1.1_1,Ais-n,-0.28917,0.22768000000000002,full_february,DAY_OF_WEEK
1825974,2020-05-23,CHL,GADM,CHL.1.1_1,Ais-n,-0.36885999999999997,0.29980999999999997,full_february,DAY_OF_WEEK
1825975,2020-05-24,CHL,GADM,CHL.1.1_1,Ais-n,-0.34831,0.30463,full_february,DAY_OF_WEEK
1825976,2020-05-25,CHL,GADM,CHL.1.1_1,Ais-n,-0.26711999999999997,0.21925,full_february,DAY_OF_WEEK
1825977,2020-05-26,CHL,GADM,CHL.1.1_1,Ais-n,-0.28417,0.22409,full_february,DAY_OF_WEEK
1825978,2020-05-27,CHL,GADM,CHL.1.1_1,Ais-n,-0.28614,0.23718000000000003,full_february,DAY_OF_WEEK
1825979,2020-05-28,CHL,GADM,CHL.1.1_1,Ais-n,-0.29617,0.25176,full_february,DAY_OF_WEEK
1825980,2020-05-29,CHL,GADM,CHL.1.1_1,Ais-n,-0.29124,0.22941,full_february,DAY_OF_WEEK
1825981,2020-05-30,CHL,GADM,CHL.1.1_1,Ais-n,-0.3344,0.2736,full_february,DAY_OF_WEEK
1825982,2020-05-31,CHL,GADM,CHL.1.1_1,Ais-n,-0.31066,0.28349,full_february,DAY_OF_WEEK
1825983,2020-06-01,CHL,GADM,CHL.1.1_1,Ais-n,-0.30582,0.27016,full_february,DAY_OF_WEEK
1825984,2020-06-02,CHL,GADM,CHL.1.1_1,Ais-n,-0.2597,0.23053,full_february,DAY_OF_WEEK
1825985,2020-06-03,CHL,GADM,CHL.1.1_1,Ais-n,-0.2715,0.24295999999999998,full_february,DAY_OF_WEEK
1825986,2020-06-04,CHL,GADM,CHL.1.1_1,Ais-n,-0.37390999999999996,0.28263,full_february,DAY_OF_WEEK
1825987,2020-06-05,CHL,GADM,CHL.1.1_1,Ais-n,-0.36421,0.27694,full_february,DAY_OF_WEEK
1825988,2020-06-06,CHL,GADM,CHL.1.1_1,Ais-n,-0.37884,0.29336999999999996,full_february,DAY_OF_WEEK
1825989,2020-06-07,CHL,GADM,CHL.1.1_1,Ais-n,-0.47588,0.3836,full_february,DAY_OF_WEEK
1825990,2020-06-08,CHL,GADM,CHL.1.1_1,Ais-n,-0.26882,0.23359000000000002,full_february,DAY_OF_WEEK
1825991,2020-06-09,CHL,GADM,CHL.1.1_1,Ais-n,-0.35406,0.26500999999999997,full_february,DAY_OF_WEEK
1825992,2020-06-10,CHL,GADM,CHL.1.1_1,Ais-n,-0.26954,0.26006999999999997,full_february,DAY_OF_WEEK
1825993,2020-06-11,CHL,GADM,CHL.1.1_1,Ais-n,-0.27984000000000003,0.25013,full_february,DAY_OF_WEEK
1825994,2020-06-12,CHL,GADM,CHL.1.1_1,Ais-n,-0.29402,0.24017,full_february,DAY_OF_WEEK
1825995,2020-06-13,CHL,GADM,CHL.1.1_1,Ais-n,-0.35468,0.28271,full_february,DAY_OF_WEEK
1825996,2020-06-14,CHL,GADM,CHL.1.1_1,Ais-n,-0.3703,0.30691999999999997,full_february,DAY_OF_WEEK
1825997,2020-06-15,CHL,GADM,CHL.1.1_1,Ais-n,-0.2829,0.22746,full_february,DAY_OF_WEEK
1825998,2020-06-16,CHL,GADM,CHL.1.1_1,Ais-n,-0.2453,0.24013,full_february,DAY_OF_WEEK
1825999,2020-06-17,CHL,GADM,CHL.1.1_1,Ais-n,-0.30889,0.24988000000000002,full_february,DAY_OF_WEEK
1826000,2020-06-18,CHL,GADM,CHL.1.1_1,Ais-n,-0.29148,0.24136999999999997,full_february,DAY_OF_WEEK
1826001,2020-06-19,CHL,GADM,CHL.1.1_1,Ais-n,-0.30413,0.24073000000000003,full_february,DAY_OF_WEEK
1826002,2020-06-20,CHL,GADM,CHL.1.1_1,Ais-n,-0.33354,0.26623,full_february,DAY_OF_WEEK
1826003,2020-06-21,CHL,GADM,CHL.1.1_1,Ais-n,-0.4282,0.32587,full_february,DAY_OF_WEEK
1826004,2020-06-22,CHL,GADM,CHL.1.1_1,Ais-n,-0.28564,0.25582,full_february,DAY_OF_WEEK
1826005,2020-06-23,CHL,GADM,CHL.1.1_1,Ais-n,-0.27241,0.24578000000000003,full_february,DAY_OF_WEEK
1826006,2020-06-24,CHL,GADM,CHL.1.1_1,Ais-n,-0.25551999999999997,0.2285,full_february,DAY_OF_WEEK
1826007,2020-06-25,CHL,GADM,CHL.1.1_1,Ais-n,-0.2472,0.22116999999999998,full_february,DAY_OF_WEEK
1826008,2020-06-26,CHL,GADM,CHL.1.1_1,Ais-n,-0.2591,0.20861999999999997,full_february,DAY_OF_WEEK
1826009,2020-06-27,CHL,GADM,CHL.1.1_1,Ais-n,-0.30354000000000003,0.24898,full_february,DAY_OF_WEEK
1826010,2020-06-28,CHL,GADM,CHL.1.1_1,Ais-n,-0.39851,0.31593000000000004,full_february,DAY_OF_WEEK
1826011,2020-06-29,CHL,GADM,CHL.1.1_1,Ais-n,-0.40645,0.2785,full_february,DAY_OF_WEEK
1826012,2020-06-30,CHL,GADM,CHL.1.1_1,Ais-n,-0.24808000000000002,0.2149,full_february,DAY_OF_WEEK
1826013,2020-07-01,CHL,GADM,CHL.1.1_1,Ais-n,-0.27807,0.2377,full_february,DAY_OF_WEEK
1826014,2020-07-02,CHL,GADM,CHL.1.1_1,Ais-n,-0.28815999999999997,0.25306999999999996,full_february,DAY_OF_WEEK
1826015,2020-07-03,CHL,GADM,CHL.1.1_1,Ais-n,-0.22835999999999998,0.21222,full_february,DAY_OF_WEEK
1826016,2020-07-04,CHL,GADM,CHL.1.1_1,Ais-n,-0.29093,0.2372,full_february,DAY_OF_WEEK
1826017,2020-07-05,CHL,GADM,CHL.1.1_1,Ais-n,-0.30964,0.28205,full_february,DAY_OF_WEEK
1826018,2020-07-06,CHL,GADM,CHL.1.1_1,Ais-n,-0.22882,0.21336999999999998,full_february,DAY_OF_WEEK
1826019,2020-07-07,CHL,GADM,CHL.1.1_1,Ais-n,-0.27168000000000003,0.23371,full_february,DAY_OF_WEEK
1826020,2020-07-08,CHL,GADM,CHL.1.1_1,Ais-n,-0.27684000000000003,0.24201,full_february,DAY_OF_WEEK
1826021,2020-07-09,CHL,GADM,CHL.1.1_1,Ais-n,-0.30356,0.24274,full_february,DAY_OF_WEEK
1826022,2020-07-10,CHL,GADM,CHL.1.1_1,Ais-n,-0.32811,0.23665999999999998,full_february,DAY_OF_WEEK
1826023,2020-07-11,CHL,GADM,CHL.1.1_1,Ais-n,-0.37296,0.2611,full_february,DAY_OF_WEEK
1826024,2020-07-12,CHL,GADM,CHL.1.1_1,Ais-n,-0.38248000000000004,0.30691,full_february,DAY_OF_WEEK
1826025,2020-07-13,CHL,GADM,CHL.1.1_1,Ais-n,-0.24741999999999997,0.21768,full_february,DAY_OF_WEEK
1826026,2020-07-14,CHL,GADM,CHL.1.1_1,Ais-n,-0.25103000000000003,0.22719,full_february,DAY_OF_WEEK
1826027,2020-07-15,CHL,GADM,CHL.1.1_1,Ais-n,-0.26344,0.23165,full_february,DAY_OF_WEEK
1826028,2020-07-16,CHL,GADM,CHL.1.1_1,Ais-n,-0.43313999999999997,0.29334,full_february,DAY_OF_WEEK
1826029,2020-07-17,CHL,GADM,CHL.1.1_1,Ais-n,-0.34797,0.23645,full_february,DAY_OF_WEEK
1826030,2020-07-18,CHL,GADM,CHL.1.1_1,Ais-n,-0.36473,0.28520999999999996,full_february,DAY_OF_WEEK
1826031,2020-07-19,CHL,GADM,CHL.1.1_1,Ais-n,-0.43398000000000003,0.34663,full_february,DAY_OF_WEEK
1826032,2020-07-20,CHL,GADM,CHL.1.1_1,Ais-n,-0.26178,0.22794,full_february,DAY_OF_WEEK
1826033,2020-07-21,CHL,GADM,CHL.1.1_1,Ais-n,-0.30267,0.24695,full_february,DAY_OF_WEEK
1826034,2020-07-22,CHL,GADM,CHL.1.1_1,Ais-n,-0.30838000000000004,0.22100999999999998,full_february,DAY_OF_WEEK
1826035,2020-07-23,CHL,GADM,CHL.1.1_1,Ais-n,-0.23235,0.22202,full_february,DAY_OF_WEEK
1826036,2020-07-24,CHL,GADM,CHL.1.1_1,Ais-n,-0.27949,0.22096999999999997,full_february,DAY_OF_WEEK
1826037,2020-07-25,CHL,GADM,CHL.1.1_1,Ais-n,-0.34239,0.26261999999999996,full_february,DAY_OF_WEEK
1826038,2020-07-26,CHL,GADM,CHL.1.1_1,Ais-n,-0.35454,0.29549000000000003,full_february,DAY_OF_WEEK
1826039,2020-07-27,CHL,GADM,CHL.1.1_1,Ais-n,-0.26245,0.20759,full_february,DAY_OF_WEEK
1826040,2020-07-28,CHL,GADM,CHL.1.1_1,Ais-n,-0.20097,0.20939000000000002,full_february,DAY_OF_WEEK
1826041,2020-07-29,CHL,GADM,CHL.1.1_1,Ais-n,-0.21504,0.21094000000000002,full_february,DAY_OF_WEEK
1826042,2020-07-30,CHL,GADM,CHL.1.1_1,Ais-n,-0.27013000000000004,0.22045,full_february,DAY_OF_WEEK
1826043,2020-07-31,CHL,GADM,CHL.1.1_1,Ais-n,-0.24104,0.21841,full_february,DAY_OF_WEEK
1826044,2020-08-01,CHL,GADM,CHL.1.1_1,Ais-n,-0.27382,0.23296,full_february,DAY_OF_WEEK
1826045,2020-08-02,CHL,GADM,CHL.1.1_1,Ais-n,-0.32149,0.27298,full_february,DAY_OF_WEEK
1826046,2020-08-03,CHL,GADM,CHL.1.1_1,Ais-n,-0.256,0.23454,full_february,DAY_OF_WEEK
1826047,2020-08-04,CHL,GADM,CHL.1.1_1,Ais-n,-0.19294,0.2118,full_february,DAY_OF_WEEK
1826048,2020-08-05,CHL,GADM,CHL.1.1_1,Ais-n,-0.25685,0.23228000000000001,full_february,DAY_OF_WEEK
1826049,2020-08-06,CHL,GADM,CHL.1.1_1,Ais-n,-0.31568,0.25069,full_february,DAY_OF_WEEK
1826050,2020-08-07,CHL,GADM,CHL.1.1_1,Ais-n,-0.25495999999999996,0.20160999999999998,full_february,DAY_OF_WEEK
1826051,2020-08-08,CHL,GADM,CHL.1.1_1,Ais-n,-0.24159,0.22555999999999998,full_february,DAY_OF_WEEK
1826052,2020-08-09,CHL,GADM,CHL.1.1_1,Ais-n,-0.25689,0.26221,full_february,DAY_OF_WEEK
1826053,2020-08-10,CHL,GADM,CHL.1.1_1,Ais-n,-0.21895,0.21896,full_february,DAY_OF_WEEK
1826054,2020-08-11,CHL,GADM,CHL.1.1_1,Ais-n,-0.2206,0.20915,full_february,DAY_OF_WEEK
1826055,2020-08-12,CHL,GADM,CHL.1.1_1,Ais-n,-0.25429,0.2278,full_february,DAY_OF_WEEK
1826056,2020-08-13,CHL,GADM,CHL.1.1_1,Ais-n,-0.23412,0.21584,full_february,DAY_OF_WEEK
1826057,2020-08-14,CHL,GADM,CHL.1.1_1,Ais-n,-0.23246999999999998,0.20331,full_february,DAY_OF_WEEK
1826058,2020-08-15,CHL,GADM,CHL.1.1_1,Ais-n,-0.31625,0.26333,full_february,DAY_OF_WEEK
1826059,2020-08-16,CHL,GADM,CHL.1.1_1,Ais-n,-0.29883000000000004,0.26279,full_february,DAY_OF_WEEK
1826060,2020-08-17,CHL,GADM,CHL.1.1_1,Ais-n,-0.22915,0.20088,full_february,DAY_OF_WEEK
1826061,2020-08-18,CHL,GADM,CHL.1.1_1,Ais-n,-0.18173,0.19744,full_february,DAY_OF_WEEK
1826062,2020-08-19,CHL,GADM,CHL.1.1_1,Ais-n,-0.1489,0.17507999999999999,full_february,DAY_OF_WEEK
1826063,2020-08-20,CHL,GADM,CHL.1.1_1,Ais-n,-0.16777,0.17462,full_february,DAY_OF_WEEK
1826064,2020-08-21,CHL,GADM,CHL.1.1_1,Ais-n,-0.16593,0.16405999999999998,full_february,DAY_OF_WEEK
1826065,2020-08-22,CHL,GADM,CHL.1.1_1,Ais-n,-0.20415999999999998,0.20471,full_february,DAY_OF_WEEK
1826066,2020-08-23,CHL,GADM,CHL.1.1_1,Ais-n,-0.34217,0.27757,full_february,DAY_OF_WEEK
1826067,2020-08-24,CHL,GADM,CHL.1.1_1,Ais-n,-0.16417,0.1884,full_february,DAY_OF_WEEK
1826068,2020-08-25,CHL,GADM,CHL.1.1_1,Ais-n,-0.20087,0.18403,full_february,DAY_OF_WEEK
1826069,2020-08-26,CHL,GADM,CHL.1.1_1,Ais-n,-0.17837,0.19912,full_february,DAY_OF_WEEK
1826070,2020-08-27,CHL,GADM,CHL.1.1_1,Aisén,-0.25186,0.21971,full_february,DAY_OF_WEEK
1826071,2020-08-28,CHL,GADM,CHL.1.1_1,Aisén,-0.25324,0.21144000000000002,full_february,DAY_OF_WEEK
1826072,2020-08-29,CHL,GADM,CHL.1.1_1,Aisén,-0.22055,0.21193,full_february,DAY_OF_WEEK
1826073,2020-08-30,CHL,GADM,CHL.1.1_1,Aisén,-0.26195999999999997,0.25488,full_february,DAY_OF_WEEK
1826074,2020-08-31,CHL,GADM,CHL.1.1_1,Aisén,-0.0831,0.16910999999999998,full_february,DAY_OF_WEEK
1826075,2020-09-01,CHL,GADM,CHL.1.1_1,Aisén,-0.10407999999999999,0.16435999999999998,full_february,DAY_OF_WEEK
1826076,2020-09-02,CHL,GADM,CHL.1.1_1,Aisén,-0.19901,0.20708000000000001,full_february,DAY_OF_WEEK
1826077,2020-09-03,CHL,GADM,CHL.1.1_1,Aisén,-0.19992000000000001,0.2001,full_february,DAY_OF_WEEK
1826078,2020-09-04,CHL,GADM,CHL.1.1_1,Aisén,-0.12092,0.17582,full_february,DAY_OF_WEEK
1826079,2020-09-05,CHL,GADM,CHL.1.1_1,Aisén,-0.20421,0.22175999999999998,full_february,DAY_OF_WEEK
1826080,2020-09-06,CHL,GADM,CHL.1.1_1,Aisén,-0.23444,0.23876999999999998,full_february,DAY_OF_WEEK
1826081,2020-09-07,CHL,GADM,CHL.1.1_1,Aisén,-0.18174,0.20438,full_february,DAY_OF_WEEK
1826082,2020-09-08,CHL,GADM,CHL.1.1_1,Aisén,-0.2063,0.2041,full_february,DAY_OF_WEEK
1826083,2020-09-09,CHL,GADM,CHL.1.1_1,Aisén,-0.18089,0.20192000000000002,full_february,DAY_OF_WEEK
1826084,2020-09-10,CHL,GADM,CHL.1.1_1,Aisén,-0.2553,0.22858,full_february,DAY_OF_WEEK
1826085,2020-09-11,CHL,GADM,CHL.1.1_1,Aisén,-0.24029,0.20104,full_february,DAY_OF_WEEK
1826086,2020-09-12,CHL,GADM,CHL.1.1_1,Aisén,-0.33569,0.24941,full_february,DAY_OF_WEEK
1826087,2020-09-13,CHL,GADM,CHL.1.1_1,Aisén,-0.23898000000000003,0.25403000000000003,full_february,DAY_OF_WEEK
1826088,2020-09-14,CHL,GADM,CHL.1.1_1,Aisén,-0.16487000000000002,0.19763,full_february,DAY_OF_WEEK
1826089,2020-09-15,CHL,GADM,CHL.1.1_1,Aisén,-0.16489,0.16947,full_february,DAY_OF_WEEK
1826090,2020-09-16,CHL,GADM,CHL.1.1_1,Aisén,-0.20189000000000001,0.19866,full_february,DAY_OF_WEEK
1826091,2020-09-17,CHL,GADM,CHL.1.1_1,Aisén,-0.24164000000000002,0.20040999999999998,full_february,DAY_OF_WEEK
1826092,2020-09-18,CHL,GADM,CHL.1.1_1,Aisén,-0.47683000000000003,0.27487,full_february,DAY_OF_WEEK
1826093,2020-09-19,CHL,GADM,CHL.1.1_1,Aisén,-0.37419,0.26052,full_february,DAY_OF_WEEK
1826094,2020-09-20,CHL,GADM,CHL.1.1_1,Aisén,-0.26361999999999997,0.24722,full_february,DAY_OF_WEEK
1826095,2020-09-21,CHL,GADM,CHL.1.1_1,Aisén,-0.23909,0.21283000000000002,full_february,DAY_OF_WEEK
1826096,2020-09-22,CHL,GADM,CHL.1.1_1,Aisén,-0.19312,0.21353000000000003,full_february,DAY_OF_WEEK
1826097,2020-09-23,CHL,GADM,CHL.1.1_1,Aisén,-0.18477000000000002,0.18808,full_february,DAY_OF_WEEK
1826098,2020-09-24,CHL,GADM,CHL.1.1_1,Aisén,-0.17288,0.1691,full_february,DAY_OF_WEEK
1826099,2020-09-25,CHL,GADM,CHL.1.1_1,Aisén,-0.19439,0.16844,full_february,DAY_OF_WEEK
1826100,2020-09-26,CHL,GADM,CHL.1.1_1,Aisén,-0.26223,0.20869000000000001,full_february,DAY_OF_WEEK
1826101,2020-09-27,CHL,GADM,CHL.1.1_1,Aisén,-0.32303000000000004,0.26705,full_february,DAY_OF_WEEK
1826102,2020-09-28,CHL,GADM,CHL.1.1_1,Aisén,-0.32758000000000004,0.23923000000000003,full_february,DAY_OF_WEEK
1826103,2020-09-29,CHL,GADM,CHL.1.1_1,Aisén,-0.256,0.23504,full_february,DAY_OF_WEEK
1826104,2020-09-30,CHL,GADM,CHL.1.1_1,Aisén,-0.18244000000000002,0.20848000000000003,full_february,DAY_OF_WEEK
1826105,2020-10-01,CHL,GADM,CHL.1.1_1,Aisén,-0.18419000000000002,0.17824,full_february,DAY_OF_WEEK
1826106,2020-10-02,CHL,GADM,CHL.1.1_1,Aisén,-0.22585999999999998,0.17288,full_february,DAY_OF_WEEK
1826107,2020-10-03,CHL,GADM,CHL.1.1_1,Aisén,-0.21791,0.20095,full_february,DAY_OF_WEEK
1826108,2020-10-04,CHL,GADM,CHL.1.1_1,Aisén,-0.23314000000000001,0.25281,full_february,DAY_OF_WEEK
